year,track,cip4,AWLEVEL,award_label,CTOTALT,CTOTALW,CTOTALM,pct_women
2022,Engineering (Other),14.48,3,Associate's,0,0,0,
2022,Engineering (Other),14.48,5,Bachelor's,54,14,40,25.9
2022,Engineering (Other),14.48,7,Master's,57,18,39,31.6
2022,Engineering (Other),14.99,3,Associate's,10,1,9,10.0
2022,Engineering (Other),14.99,5,Bachelor's,867,311,556,35.9
2022,Engineering (Other),14.99,7,Master's,1414,438,976,31.0
2022,Engineering (Other),14.99,17,Doctorate,185,51,134,27.6
2022,IT & General Computing,11.01,3,Associate's,11907,2656,9251,22.3
2022,IT & General Computing,11.01,5,Bachelor's,42792,9806,32986,22.9
2022,IT & General Computing,11.01,7,Master's,18833,6407,12426,34.0
2022,IT & General Computing,11.01,17,Doctorate,1013,281,732,27.7
2022,Information & Data Science,11.04,3,Associate's,987,199,788,20.2
2022,Information & Data Science,11.04,5,Bachelor's,9585,2669,6916,27.8
2022,Information & Data Science,11.04,7,Master's,5850,2772,3078,47.4
2022,Information & Data Science,11.04,17,Doctorate,184,84,100,45.7
2022,Networking & Systems,11.09,3,Associate's,3003,507,2496,16.9
2022,Networking & Systems,11.09,5,Bachelor's,1056,149,907,14.1
2022,Networking & Systems,11.09,7,Master's,410,144,266,35.1
2022,Networking & Systems,11.09,17,Doctorate,2,1,1,50.0
2022,Other Computing,11.03,3,Associate's,783,189,594,24.1
2022,Other Computing,11.03,5,Bachelor's,184,55,129,29.9
2022,Other Computing,11.03,7,Master's,272,107,165,39.3
2022,Other Computing,11.03,17,Doctorate,2,0,2,0.0
2022,Other Computing,11.05,3,Associate's,99,22,77,22.2
2022,Other Computing,11.05,5,Bachelor's,981,239,742,24.4
2022,Other Computing,11.05,7,Master's,557,237,320,42.5
2022,Other Computing,11.05,17,Doctorate,2,1,1,50.0
2022,Other Computing,11.06,3,Associate's,149,48,101,32.2
2022,Other Computing,11.99,3,Associate's,162,31,131,19.1
2022,Other Computing,11.99,5,Bachelor's,191,45,146,23.6
2022,Other Computing,11.99,7,Master's,165,40,125,24.2
2022,Other Computing,11.99,17,Doctorate,17,5,12,29.4
2022,Software & Media Applications,11.08,3,Associate's,2135,982,1153,46.0
2022,Software & Media Applications,11.08,5,Bachelor's,4137,1759,2378,42.5
2022,Software & Media Applications,11.08,7,Master's,3354,1425,1929,42.5
2022,Software & Media Applications,11.08,17,Doctorate,8,0,8,0.0
2024,Computer Engineering,14.09,3,Associate's,218,54,164,24.8
2024,Computer Engineering,14.09,5,Bachelor's,12158,1901,10257,15.6
2024,Computer Engineering,14.09,7,Master's,6727,1970,4757,29.3
2024,Computer Engineering,14.09,17,Doctorate,413,93,320,22.5
2024,Computer Programming,11.02,3,Associate's,4193,930,3263,22.2
2024,Computer Programming,11.02,5,Bachelor's,2397,440,1957,18.4
2024,Computer Programming,11.02,7,Master's,480,151,329,31.5
2024,Computer Science,11.07,3,Associate's,5649,1174,4475,20.8
2024,Computer Science,11.07,5,Bachelor's,46155,9991,36164,21.6
2024,Computer Science,11.07,7,Master's,25590,7851,17739,30.7
2024,Computer Science,11.07,17,Doctorate,1628,371,1257,22.8
2024,Cybersecurity,11.10,3,Associate's,10031,2238,7793,22.3
2024,Cybersecurity,11.10,5,Bachelor's,14773,2854,11919,19.3
2024,Cybersecurity,11.10,7,Master's,13573,3909,9664,28.8
2024,Cybersecurity,11.10,17,Doctorate,101,27,74,26.7
2024,Electrical Engineering,14.10,3,Associate's,273,31,242,11.4
2024,Electrical Engineering,14.10,5,Bachelor's,14969,2432,12537,16.2
2024,Electrical Engineering,14.10,7,Master's,8766,1971,6795,22.5
2024,Electrical Engineering,14.10,17,Doctorate,2102,400,1702,19.0
2024,Engineering (Other),14.01,3,Associate's,4909,948,3961,19.3
2024,Engineering (Other),14.01,5,Bachelor's,2959,810,2149,27.4
2024,Engineering (Other),14.01,7,Master's,4081,1132,2949,27.7
2024,Engineering (Other),14.01,17,Doctorate,412,98,314,23.8
2024,Engineering (Other),14.02,3,Associate's,48,10,38,20.8
2024,Engineering (Other),14.02,5,Bachelor's,6433,1184,5249,18.4
2024,Engineering (Other),14.02,7,Master's,2512,497,2015,19.8
2024,Engineering (Other),14.02,17,Doctorate,457,84,373,18.4
2024,Engineering (Other),14.03,3,Associate's,3,0,3,0.0
2024,Engineering (Other),14.03,5,Bachelor's,761,348,413,45.7
2024,Engineering (Other),14.03,7,Master's,202,107,95,53.0
2024,Engineering (Other),14.03,17,Doctorate,121,48,73,39.7
2024,Engineering (Other),14.04,3,Associate's,0,0,0,
2024,Engineering (Other),14.04,5,Bachelor's,902,333,569,36.9
2024,Engineering (Other),14.04,7,Master's,197,74,123,37.6
2024,Engineering (Other),14.04,17,Doctorate,22,9,13,40.9
2024,Engineering (Other),14.05,3,Associate's,11,2,9,18.2
2024,Engineering (Other),14.05,5,Bachelor's,8633,4664,3969,54.0
2024,Engineering (Other),14.05,7,Master's,3716,1956,1760,52.6
2024,Engineering (Other),14.05,17,Doctorate,1334,574,760,43.0
2024,Engineering (Other),14.06,5,Bachelor's,48,24,24,50.0
2024,Engineering (Other),14.06,7,Master's,19,8,11,42.1
2024,Engineering (Other),14.06,17,Doctorate,10,5,5,50.0
2024,Engineering (Other),14.07,3,Associate's,45,23,22,51.1
2024,Engineering (Other),14.07,5,Bachelor's,8068,3368,4700,41.7
2024,Engineering (Other),14.07,7,Master's,1655,605,1050,36.6
2024,Engineering (Other),14.07,17,Doctorate,1139,369,770,32.4
2024,Engineering (Other),14.08,3,Associate's,110,30,80,27.3
2024,Engineering (Other),14.08,5,Bachelor's,13644,3784,9860,27.7
2024,Engineering (Other),14.08,7,Master's,4940,1608,3332,32.6
2024,Engineering (Other),14.08,17,Doctorate,1195,384,811,32.1
2024,Engineering (Other),14.11,3,Associate's,4,2,2,50.0
2024,Engineering (Other),14.11,5,Bachelor's,67,7,60,10.4
2024,Engineering (Other),14.11,7,Master's,62,12,50,19.4
2024,Engineering (Other),14.11,17,Doctorate,53,9,44,17.0
2024,Engineering (Other),14.12,3,Associate's,21,8,13,38.1
2024,Engineering (Other),14.12,5,Bachelor's,658,159,499,24.2
2024,Engineering (Other),14.12,7,Master's,186,41,145,22.0
2024,Engineering (Other),14.12,17,Doctorate,100,28,72,28.0
2024,Engineering (Other),14.13,3,Associate's,319,76,243,23.8
2024,Engineering (Other),14.13,5,Bachelor's,521,207,314,39.7
2024,Engineering (Other),14.13,7,Master's,362,126,236,34.8
2024,Engineering (Other),14.13,17,Doctorate,139,46,93,33.1
2024,Engineering (Other),14.14,3,Associate's,1,1,0,100.0
2024,Engineering (Other),14.14,5,Bachelor's,1858,1043,815,56.1
2024,Engineering (Other),14.14,7,Master's,757,424,333,56.0
2024,Engineering (Other),14.14,17,Doctorate,154,67,87,43.5
2024,Engineering (Other),14.18,3,Associate's,5,1,4,20.0
2024,Engineering (Other),14.18,5,Bachelor's,1194,438,756,36.7
2024,Engineering (Other),14.18,7,Master's,1101,355,746,32.2
2024,Engineering (Other),14.18,17,Doctorate,727,211,516,29.0
2024,Engineering (Other),14.19,3,Associate's,305,52,253,17.0
2024,Engineering (Other),14.19,5,Bachelor's,33346,5771,27575,17.3
2024,Engineering (Other),14.19,7,Master's,7288,1373,5915,18.8
2024,Engineering (Other),14.19,17,Doctorate,1812,344,1468,19.0
2024,Engineering (Other),14.20,3,Associate's,1,1,0,100.0
2024,Engineering (Other),14.20,5,Bachelor's,125,31,94,24.8
2024,Engineering (Other),14.20,7,Master's,29,10,19,34.5
2024,Engineering (Other),14.20,17,Doctorate,9,1,8,11.1
2024,Engineering (Other),14.21,5,Bachelor's,151,27,124,17.9
2024,Engineering (Other),14.21,7,Master's,85,16,69,18.8
2024,Engineering (Other),14.21,17,Doctorate,24,7,17,29.2
2024,Engineering (Other),14.22,3,Associate's,0,0,0,
2024,Engineering (Other),14.22,5,Bachelor's,368,49,319,13.3
2024,Engineering (Other),14.22,7,Master's,35,4,31,11.4
2024,Engineering (Other),14.22,17,Doctorate,5,0,5,0.0
2024,Engineering (Other),14.23,5,Bachelor's,431,101,330,23.4
2024,Engineering (Other),14.23,7,Master's,311,74,237,23.8
2024,Engineering (Other),14.23,17,Doctorate,169,38,131,22.5
2024,Engineering (Other),14.24,5,Bachelor's,163,49,114,30.1
2024,Engineering (Other),14.24,7,Master's,69,19,50,27.5
2024,Engineering (Other),14.24,17,Doctorate,27,8,19,29.6
2024,Engineering (Other),14.25,5,Bachelor's,489,92,397,18.8
2024,Engineering (Other),14.25,7,Master's,150,33,117,22.0
2024,Engineering (Other),14.25,17,Doctorate,82,18,64,22.0
2024,Engineering (Other),14.27,5,Bachelor's,605,191,414,31.6
2024,Engineering (Other),14.27,7,Master's,2163,626,1537,28.9
2024,Engineering (Other),14.27,17,Doctorate,143,39,104,27.3
2024,Engineering (Other),14.28,3,Associate's,0,0,0,
2024,Engineering (Other),14.28,5,Bachelor's,194,155,39,79.9
2024,Engineering (Other),14.28,7,Master's,49,42,7,85.7
2024,Engineering (Other),14.28,17,Doctorate,23,14,9,60.9
2024,Engineering (Other),14.32,5,Bachelor's,109,26,83,23.9
2024,Engineering (Other),14.32,7,Master's,79,26,53,32.9
2024,Engineering (Other),14.32,17,Doctorate,68,16,52,23.5
2024,Engineering (Other),14.33,5,Bachelor's,898,157,741,17.5
2024,Engineering (Other),14.33,7,Master's,632,161,471,25.5
2024,Engineering (Other),14.33,17,Doctorate,6,2,4,33.3
2024,Engineering (Other),14.34,3,Associate's,0,0,0,
2024,Engineering (Other),14.34,5,Bachelor's,42,8,34,19.0
2024,Engineering (Other),14.34,7,Master's,0,0,0,
2024,Engineering (Other),14.34,17,Doctorate,0,0,0,
2024,Engineering (Other),14.35,3,Associate's,16,6,10,37.5
2024,Engineering (Other),14.35,5,Bachelor's,4848,1664,3184,34.3
2024,Engineering (Other),14.35,7,Master's,2811,734,2077,26.1
2024,Engineering (Other),14.35,17,Doctorate,384,138,246,35.9
2024,Engineering (Other),14.36,3,Associate's,5,0,5,0.0
2024,Engineering (Other),14.36,5,Bachelor's,485,96,389,19.8
2024,Engineering (Other),14.36,7,Master's,343,81,262,23.6
2024,Engineering (Other),14.36,17,Doctorate,5,1,4,20.0
2024,Engineering (Other),14.37,5,Bachelor's,441,184,257,41.7
2024,Engineering (Other),14.37,7,Master's,1047,417,630,39.8
2024,Engineering (Other),14.37,17,Doctorate,85,25,60,29.4
2024,Engineering (Other),14.38,5,Bachelor's,58,13,45,22.4
2024,Engineering (Other),14.38,7,Master's,12,5,7,41.7
2024,Engineering (Other),14.38,17,Doctorate,0,0,0,
2024,Engineering (Other),14.39,3,Associate's,1,1,0,100.0
2024,Engineering (Other),14.39,5,Bachelor's,120,48,72,40.0
2024,Engineering (Other),14.39,7,Master's,125,23,102,18.4
2024,Engineering (Other),14.39,17,Doctorate,12,6,6,50.0
2024,Engineering (Other),14.40,5,Bachelor's,35,13,22,37.1
2024,Engineering (Other),14.40,7,Master's,3,1,2,33.3
2024,Engineering (Other),14.40,17,Doctorate,8,1,7,12.5
2024,Engineering (Other),14.41,3,Associate's,5,1,4,20.0
2024,Engineering (Other),14.41,5,Bachelor's,37,3,34,8.1
2024,Engineering (Other),14.41,17,Doctorate,0,0,0,
2024,Engineering (Other),14.42,3,Associate's,119,14,105,11.8
2024,Engineering (Other),14.42,5,Bachelor's,545,96,449,17.6
2024,Engineering (Other),14.42,7,Master's,1016,166,850,16.3
2024,Engineering (Other),14.42,17,Doctorate,89,20,69,22.5
2024,Engineering (Other),14.43,3,Associate's,0,0,0,
2024,Engineering (Other),14.43,5,Bachelor's,89,50,39,56.2
2024,Engineering (Other),14.43,7,Master's,32,15,17,46.9
2024,Engineering (Other),14.43,17,Doctorate,3,2,1,66.7
2024,Engineering (Other),14.44,5,Bachelor's,2,0,2,0.0
2024,Engineering (Other),14.44,7,Master's,23,12,11,52.2
2024,Engineering (Other),14.45,3,Associate's,0,0,0,
2024,Engineering (Other),14.45,5,Bachelor's,352,183,169,52.0
2024,Engineering (Other),14.45,7,Master's,87,40,47,46.0
2024,Engineering (Other),14.45,17,Doctorate,38,14,24,36.8
2024,Engineering (Other),14.47,5,Bachelor's,785,132,653,16.8
2024,Engineering (Other),14.47,7,Master's,1053,228,825,21.7
2024,Engineering (Other),14.47,17,Doctorate,166,30,136,18.1
2024,Engineering (Other),14.48,3,Associate's,0,0,0,
2024,Engineering (Other),14.48,5,Bachelor's,45,11,34,24.4
2024,Engineering (Other),14.48,7,Master's,76,26,50,34.2
2024,Engineering (Other),14.48,17,Doctorate,0,0,0,
2024,Engineering (Other),14.99,3,Associate's,21,1,20,4.8
2024,Engineering (Other),14.99,5,Bachelor's,758,280,478,36.9
2024,Engineering (Other),14.99,7,Master's,1922,657,1265,34.2
2024,Engineering (Other),14.99,17,Doctorate,216,72,144,33.3
2024,IT & General Computing,11.01,3,Associate's,13341,3076,10265,23.1
2024,IT & General Computing,11.01,5,Bachelor's,46746,11441,35305,24.5
2024,IT & General Computing,11.01,7,Master's,35016,12421,22595,35.5
2024,IT & General Computing,11.01,17,Doctorate,1196,324,872,27.1
2024,Information & Data Science,11.04,3,Associate's,1046,228,818,21.8
2024,Information & Data Science,11.04,5,Bachelor's,9605,2950,6655,30.7
2024,Information & Data Science,11.04,7,Master's,10368,4402,5966,42.5
2024,Information & Data Science,11.04,17,Doctorate,197,97,100,49.2
2024,Networking & Systems,11.09,3,Associate's,3086,460,2626,14.9
2024,Networking & Systems,11.09,5,Bachelor's,1165,145,1020,12.4
2024,Networking & Systems,11.09,7,Master's,531,175,356,33.0
2024,Networking & Systems,11.09,17,Doctorate,4,1,3,25.0
2024,Other Computing,11.03,3,Associate's,769,192,577,25.0
2024,Other Computing,11.03,5,Bachelor's,129,48,81,37.2
2024,Other Computing,11.03,7,Master's,331,103,228,31.1
2024,Other Computing,11.03,17,Doctorate,18,8,10,44.4
2024,Other Computing,11.05,3,Associate's,133,35,98,26.3
2024,Other Computing,11.05,5,Bachelor's,947,255,692,26.9
2024,Other Computing,11.05,7,Master's,1206,424,782,35.2
2024,Other Computing,11.05,17,Doctorate,2,1,1,50.0
2024,Other Computing,11.06,3,Associate's,129,41,88,31.8
2024,Other Computing,11.99,3,Associate's,157,33,124,21.0
2024,Other Computing,11.99,5,Bachelor's,181,39,142,21.5
2024,Other Computing,11.99,7,Master's,162,56,106,34.6
2024,Other Computing,11.99,17,Doctorate,16,7,9,43.8
2024,Software & Media Applications,11.08,3,Associate's,2255,1066,1189,47.3
2024,Software & Media Applications,11.08,5,Bachelor's,4402,1939,2463,44.0
2024,Software & Media Applications,11.08,7,Master's,4138,1788,2350,43.2
2024,Software & Media Applications,11.08,17,Doctorate,4,2,2,50.0
